Customer_ID,Count,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,trans_ID
2279-AXJJK,1,Q3,True,1,52,None,True,8.94,True,True,Fiber Optic,85.0,False,True,False,True,False,True,True,True,Month-to-Month,True,Credit Card,95.65,5088.4,11.8,0.0,464.88,5541.48,6503
0909-SELIE,1,Q3,True,1,61,None,True,43.48,True,True,DSL,20.0,True,True,True,True,False,True,True,True,Two Year,True,Bank Withdrawal,80.8,4860.85,17.17,0.0,2652.28,7495.96,6504
3417-TSCIC,1,Q3,False,0,29,None,False,0.0,False,True,DSL,59.0,False,False,False,False,False,False,False,True,One Year,True,Credit Card,24.85,788.05,0.0,0.0,0.0,788.05,6505
1042-HFUCW,1,Q3,False,0,25,Offer C,True,39.9,False,True,DSL,27.0,False,True,False,True,False,False,False,True,One Year,True,Credit Card,54.75,1266.35,15.76,0.0,997.5,2248.09,6506
6537-OTKMY,1,Q3,False,0,15,Offer D,False,0.0,False,True,DSL,14.0,False,False,True,False,True,True,True,True,One Year,False,Bank Withdrawal,50.75,688.2,32.55,0.0,0.0,655.65,6507
8999-EXMNO,1,Q3,True,1,19,Offer D,True,31.85,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.15,387.7,2.97,0.0,605.15,989.88,6508
6725-TPKJO,1,Q3,False,0,44,None,True,47.53,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.05,845.25,15.31,0.0,2091.32,2921.26,6509
7162-WPHPM,1,Q3,True,1,58,None,True,40.57,True,True,DSL,25.0,True,True,True,True,False,False,False,True,Two Year,False,Credit Card,71.6,4230.25,45.54,0.0,2353.06,6537.77,6510
1599-MMYRQ,1,Q3,True,1,62,None,True,39.67,False,True,Fiber Optic,41.0,True,True,False,False,False,False,False,True,One Year,True,Credit Card,81.45,4983.05,14.15,0.0,2459.54,7428.44,6511
8821-KVZKQ,1,Q3,True,1,70,Offer A,False,0.0,False,True,Cable,19.0,False,True,True,True,True,True,True,True,One Year,True,Bank Withdrawal,58.4,4113.15,32.53,0.0,0.0,4080.62,6512
6434-TTGJP,1,Q3,True,2,10,Offer D,False,0.0,False,True,Cable,24.0,True,True,True,True,False,True,True,True,Two Year,False,Credit Card,53.7,521.0,22.97,0.0,0.0,498.03,6513
0042-JVWOJ,1,Q3,False,0,26,Offer C,True,37.7,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,19.6,471.85,21.25,0.0,980.2,1430.8,6514
0130-SXOUN,1,Q3,False,0,66,Offer A,True,48.78,True,True,Fiber Optic,8.0,False,True,False,False,False,True,True,False,Month-to-Month,False,Credit Card,89.4,5976.9,36.02,40.0,3219.48,9200.36,6515
2330-PQGDQ,1,Q3,True,6,51,None,True,9.5,True,True,Fiber Optic,51.0,False,True,False,True,False,False,False,True,One Year,False,Bank Withdrawal,84.2,4299.75,39.68,0.0,484.5,4744.57,6516
1452-UZOSF,1,Q3,True,9,72,Offer A,True,7.16,True,True,Fiber Optic,24.0,True,True,True,True,True,False,False,True,Two Year,True,Credit Card,106.1,7548.6,23.39,0.0,515.52,8040.73,6517
2097-YVPKN,1,Q3,False,0,65,None,True,4.9,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,25.75,1654.75,41.74,0.0,318.5,1931.51,6518
8597-CTXVJ,1,Q3,False,0,70,None,True,26.62,True,True,Cable,19.0,True,True,False,True,False,False,False,True,One Year,False,Bank Withdrawal,64.95,4551.5,20.87,0.0,1863.4,6394.03,6519
6631-HMANX,1,Q3,True,10,72,None,True,31.15,True,True,Cable,16.0,False,True,True,True,True,True,True,True,Two Year,True,Credit Card,85.45,6227.5,0.0,0.0,2242.8,8470.3,6520
9962-BFPDU,1,Q3,True,3,1,None,True,16.02,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.05,20.05,0.0,0.0,16.02,36.07,6521
6394-HHHZM,1,Q3,False,0,3,Offer E,True,38.41,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.7,57.5,0.0,0.0,115.23,172.73,6522
5995-LFTLE,1,Q3,False,0,58,None,True,48.78,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,25.3,1474.35,0.0,0.0,2829.24,4303.59,6523
0665-XHDJU,1,Q3,True,7,72,None,True,34.95,True,True,Fiber Optic,48.0,False,True,False,False,True,True,True,True,Two Year,True,Bank Withdrawal,99.4,7285.7,0.0,0.0,2516.4,9802.1,6524
8265-HKSOW,1,Q3,True,1,72,None,True,17.89,True,True,Fiber Optic,19.0,True,True,True,True,False,True,True,True,Two Year,False,Credit Card,107.45,7658.3,0.0,0.0,1288.08,8946.38,6525
3544-FBCAS,1,Q3,True,4,72,None,True,12.84,True,True,DSL,22.0,True,True,True,False,True,True,True,True,Two Year,True,Credit Card,83.6,5959.3,0.0,0.0,924.48,6883.78,6526
4759-PXTAN,1,Q3,True,7,59,None,True,20.27,True,True,DSL,13.0,False,True,False,True,True,True,True,True,One Year,True,Bank Withdrawal,80.1,4693.2,0.0,0.0,1195.93,5889.13,6527
7054-DMVAS,1,Q3,False,0,54,None,True,18.74,False,True,DSL,16.0,True,True,False,False,True,False,False,True,Two Year,True,Bank Withdrawal,65.3,3512.9,0.0,0.0,1011.96,4524.86,6528
3428-MMGUB,1,Q3,False,0,60,None,True,7.1,True,True,Fiber Optic,10.0,False,False,True,False,True,False,False,True,Two Year,True,Bank Withdrawal,89.55,5231.2,0.0,0.0,426.0,5657.2,6529
6549-BTYPG,1,Q3,True,5,60,None,False,0.0,False,True,DSL,69.0,False,True,True,True,True,True,True,True,Two Year,False,Credit Card,60.8,3603.45,0.0,0.0,0.0,3603.45,6530
7823-JSOAG,1,Q3,False,0,3,None,True,6.97,True,True,Fiber Optic,14.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,74.5,217.45,0.0,0.0,20.91,238.36,6531
3705-RHRFR,1,Q3,True,6,69,None,True,45.35,True,True,Fiber Optic,19.0,True,False,False,False,True,True,True,True,Two Year,False,Bank Withdrawal,99.15,6875.35,0.0,0.0,3129.15,10004.5,6532
9374-YOLBJ,1,Q3,True,9,1,Offer E,True,25.1,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,19.25,19.25,0.0,0.0,25.1,44.35,6533
9074-KGVOX,1,Q3,True,10,50,None,False,0.0,False,True,DSL,23.0,True,False,False,False,True,False,False,True,Month-to-Month,True,Credit Card,39.45,2021.35,0.0,0.0,0.0,2021.35,6534
6128-DAFVY,1,Q3,False,0,56,None,False,0.0,False,True,DSL,23.0,False,False,False,False,True,True,True,True,Month-to-Month,True,Credit Card,44.85,2564.95,0.0,0.0,0.0,2564.95,6535
9933-QRGTX,1,Q3,True,6,60,None,True,32.5,False,True,Fiber Optic,13.0,True,False,False,True,True,True,True,True,Two Year,True,Bank Withdrawal,97.2,5611.75,0.0,0.0,1950.0,7561.75,6536
5066-GFJMM,1,Q3,True,4,3,Offer E,True,41.36,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,19.9,45.75,0.0,0.0,124.08,169.83,6537
2661-GKBTK,1,Q3,True,7,60,None,True,27.2,False,True,DSL,21.0,False,True,False,True,True,True,True,True,Two Year,False,Bank Withdrawal,76.95,4543.95,0.0,0.0,1632.0,6175.95,6538
0458-HEUZG,1,Q3,False,0,13,Offer D,False,0.0,False,True,Cable,13.0,False,False,True,True,False,False,False,False,Two Year,False,Credit Card,35.4,450.4,0.0,100.0,0.0,550.4,6539
7268-WNTCP,1,Q3,True,2,62,None,True,1.87,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,20.45,1297.35,0.0,0.0,115.94,1413.29,6540
0824-VWDPO,1,Q3,False,0,45,None,True,1.57,True,True,Fiber Optic,30.0,True,True,False,False,False,True,True,True,One Year,False,Bank Withdrawal,96.75,4442.75,0.0,0.0,70.65,4513.4,6541
8409-WQJUX,1,Q3,False,0,25,Offer C,False,0.0,False,True,Cable,29.0,False,False,True,True,True,True,True,True,One Year,False,Bank Withdrawal,54.2,1423.15,0.0,0.0,0.0,1423.15,6542
2578-JQPHZ,1,Q3,False,0,44,Offer B,True,48.95,False,True,Fiber Optic,59.0,False,False,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,100.1,4378.35,0.0,0.0,2153.8,6532.15,6543
3278-FSIXX,1,Q3,False,0,2,Offer E,True,39.5,False,True,Cable,26.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,45.25,74.2,0.0,0.0,79.0,153.2,6544
9746-UGFAC,1,Q3,False,0,22,Offer D,True,10.25,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,20.85,450.65,0.0,0.0,225.5,676.15,6545
2946-KIQSP,1,Q3,False,0,35,Offer C,False,0.0,False,True,Cable,12.0,False,False,True,True,False,False,False,False,Month-to-Month,True,Credit Card,33.45,1175.85,0.0,30.0,0.0,1205.85,6546
0625-AFOHS,1,Q3,True,5,29,Offer C,True,34.44,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.2,558.8,0.0,0.0,998.76,1557.56,6547
4636-OLWOE,1,Q3,False,0,54,Offer B,True,4.16,False,True,Cable,59.0,False,True,True,True,False,False,False,True,One Year,True,Bank Withdrawal,61.0,3283.05,0.0,0.0,224.64,3507.69,6548
4685-ERGHK,1,Q3,False,0,57,Offer B,True,36.08,True,True,Fiber Optic,26.0,False,False,False,False,True,False,False,True,One Year,True,Bank Withdrawal,86.9,4939.25,0.0,0.0,2056.56,6995.81,6549
0885-HMGPY,1,Q3,False,0,62,Offer B,True,41.13,True,True,Cable,12.0,True,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,69.4,4237.5,0.0,0.0,2550.06,6787.56,6550
5003-OKNNK,1,Q3,True,10,15,Offer D,True,46.64,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,20.35,335.95,0.0,0.0,699.6,1035.55,6551
7208-PSIHR,1,Q3,True,9,70,None,True,5.46,True,True,Fiber Optic,30.0,False,False,True,True,True,True,True,False,Two Year,True,Bank Withdrawal,104.3,7188.5,0.0,30.0,382.2,7600.7,6552
4012-ZTHBR,1,Q3,True,6,21,Offer D,True,38.95,False,True,Cable,17.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,44.95,926.25,0.0,0.0,817.95,1744.2,6553
0489-WMEMG,1,Q3,False,0,23,Offer D,True,25.85,False,True,Cable,53.0,False,False,False,True,False,False,False,True,One Year,True,Bank Withdrawal,49.45,1119.35,0.0,0.0,594.55,1713.9,6554
7435-ZNUYY,1,Q3,False,0,6,Offer E,True,12.17,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,20.6,116.6,0.0,0.0,73.02,189.62,6555
1354-YZFNB,1,Q3,False,0,4,Offer E,True,29.09,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.55,68.8,0.0,0.0,116.36,185.16,6556
2985-FMWYF,1,Q3,False,0,23,Offer D,True,18.12,True,True,Fiber Optic,23.0,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,93.5,2341.55,0.0,0.0,416.76,2758.31,6557
2812-ENYMO,1,Q3,False,0,26,Offer C,False,0.0,False,True,Cable,82.0,True,False,False,True,True,True,True,True,One Year,False,Credit Card,54.55,1362.85,0.0,0.0,0.0,1362.85,6558
2717-HVIZY,1,Q3,False,0,8,Offer E,True,15.66,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.05,163.6,0.0,0.0,125.28,288.88,6559
3422-GALYP,1,Q3,False,0,2,Offer E,True,28.61,True,True,Fiber Optic,85.0,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,79.45,145.15,0.0,0.0,57.22,202.37,6560
2890-WFBHU,1,Q3,False,0,59,Offer B,True,1.94,True,True,DSL,73.0,True,True,True,True,False,True,True,True,One Year,False,Credit Card,79.85,4786.1,0.0,0.0,114.46,4900.56,6561
0327-WFZSY,1,Q3,True,9,39,Offer C,True,17.29,True,True,Fiber Optic,75.0,False,False,True,False,True,True,True,True,One Year,False,Bank Withdrawal,100.0,3835.55,0.0,0.0,674.31,4509.86,6562
7977-HXJKU,1,Q3,False,0,21,Offer D,True,27.6,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.6,397.0,0.0,0.0,579.6,976.6,6563
7033-CLAMM,1,Q3,True,6,48,Offer B,True,18.64,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,20.2,1027.25,0.0,0.0,894.72,1921.97,6564
0864-FVJNJ,1,Q3,True,1,64,Offer B,True,6.83,True,True,Fiber Optic,19.0,True,True,True,True,True,True,True,False,One Year,False,Bank Withdrawal,113.35,7222.75,0.0,20.0,437.12,7679.87,6565
7356-IWLFW,1,Q3,True,1,46,Offer B,True,5.52,True,True,Fiber Optic,16.0,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,80.0,3769.7,0.0,0.0,253.92,4023.62,6566
9541-PWTWO,1,Q3,False,0,52,Offer B,True,38.71,True,True,DSL,21.0,False,False,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,80.95,4233.95,0.0,0.0,2012.92,6246.87,6567
3967-VQOGC,1,Q3,True,4,67,None,True,17.43,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,24.9,1680.25,0.0,0.0,1167.81,2848.06,6568
6308-CQRBU,1,Q3,True,7,71,None,True,29.78,True,True,Fiber Optic,22.0,False,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,109.25,7707.7,0.0,0.0,2114.38,9822.08,6569
0186-CAERR,1,Q3,False,0,71,None,True,2.88,True,True,Fiber Optic,48.0,True,True,True,True,True,True,True,True,One Year,True,Bank Withdrawal,116.3,8309.55,0.0,0.0,204.48,8514.03,6570
3043-SUDUA,1,Q3,False,0,32,Offer C,True,15.53,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,19.9,601.55,0.0,0.0,496.96,1098.51,6571
5442-BHQNG,1,Q3,False,0,2,None,True,44.77,False,True,Fiber Optic,9.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,70.35,139.25,0.0,0.0,89.54,228.79,6572
2169-RRLFW,1,Q3,True,3,71,None,True,11.18,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,25.6,1888.25,0.0,0.0,793.78,2682.03,6573
5872-OEQNH,1,Q3,False,0,60,Offer B,False,0.0,False,True,DSL,73.0,True,False,True,False,False,True,True,True,One Year,True,Bank Withdrawal,44.45,2773.9,0.0,0.0,0.0,2773.9,6574
8873-GLDMH,1,Q3,False,0,6,None,True,27.69,True,True,Fiber Optic,9.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,73.85,401.3,0.0,0.0,166.14,567.44,6575
5696-JVVQY,1,Q3,True,1,48,Offer B,True,4.45,False,True,DSL,57.0,True,True,True,False,False,True,True,False,Two Year,True,Credit Card,70.1,3238.4,0.0,30.0,213.6,3482.0,6576
8946-BFWSG,1,Q3,True,8,63,Offer B,True,24.5,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,25.25,1573.05,0.0,0.0,1543.5,3116.55,6577
0547-HURJB,1,Q3,False,0,12,Offer D,True,19.38,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,21.05,235.8,0.0,0.0,232.56,468.36,6578
8845-LWKGE,1,Q3,True,4,30,Offer C,True,36.74,False,True,Cable,18.0,False,False,True,True,True,False,False,True,One Year,True,Bank Withdrawal,64.5,1985.15,0.0,0.0,1102.2,3087.35,6579
0691-NIKRI,1,Q3,False,0,40,Offer B,True,16.73,True,True,Fiber Optic,14.0,False,False,True,True,True,True,True,True,One Year,True,Credit Card,105.95,4335.2,0.0,0.0,669.2,5004.4,6580
5022-JNQEQ,1,Q3,True,10,9,None,True,8.1,False,True,Fiber Optic,20.0,False,False,False,True,False,False,False,True,Month-to-Month,True,Bank Withdrawal,75.85,647.5,0.0,0.0,72.9,720.4,6581
3249-VHRIP,1,Q3,False,0,62,Offer B,False,0.0,False,True,Cable,30.0,False,True,True,False,False,True,True,True,Two Year,True,Credit Card,43.6,2748.7,0.0,0.0,0.0,2748.7,6582
3736-BLEPA,1,Q3,False,0,28,Offer C,True,13.69,False,True,Fiber Optic,12.0,False,True,False,True,True,False,False,True,One Year,True,Bank Withdrawal,91.25,2483.65,0.0,0.0,383.32,2866.97,6583
4701-LKOZD,1,Q3,False,0,70,None,True,29.53,True,True,Cable,7.0,True,True,True,True,True,True,True,False,Two Year,False,Credit Card,89.75,6367.2,0.0,110.0,2067.1,8544.3,6584
6603-QWSPR,1,Q3,False,0,46,Offer B,True,5.86,False,True,Fiber Optic,82.0,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,104.4,4904.2,0.0,0.0,269.56,5173.76,6585
9921-QFQUL,1,Q3,True,2,23,Offer D,True,22.17,True,True,Fiber Optic,15.0,False,False,True,False,False,True,True,True,Month-to-Month,False,Credit Card,90.15,2044.95,0.0,0.0,509.91,2554.86,6586
1929-ZCBHE,1,Q3,True,7,47,Offer B,False,0.0,False,True,DSL,47.0,True,False,True,True,False,False,False,True,One Year,False,Bank Withdrawal,40.3,1794.8,0.0,0.0,0.0,1794.8,6587
4378-MYPGO,1,Q3,True,3,68,None,True,31.4,False,True,Fiber Optic,19.0,True,True,True,False,True,True,True,True,Two Year,True,Bank Withdrawal,105.25,7173.15,0.0,0.0,2135.2,9308.35,6588
4129-LYCOI,1,Q3,False,0,67,None,True,12.54,True,True,Fiber Optic,59.0,False,True,False,True,True,True,True,True,Two Year,True,Bank Withdrawal,104.0,7039.05,0.0,0.0,840.18,7879.23,6589
7798-JVXYM,1,Q3,False,0,14,Offer D,True,37.01,False,True,DSL,29.0,False,False,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,69.65,921.4,0.0,0.0,518.14,1439.54,6590
8647-SDTWQ,1,Q3,True,4,57,Offer B,True,49.95,True,True,Fiber Optic,22.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,74.3,4018.35,0.0,70.0,2847.15,6935.5,6591
2696-ECXKC,1,Q3,True,6,55,Offer B,True,41.18,True,True,Fiber Optic,18.0,True,False,False,False,True,True,True,True,One Year,False,Credit Card,100.9,5448.6,0.0,0.0,2264.9,7713.5,6592
2081-KJSQF,1,Q3,False,0,1,None,True,42.96,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,20.25,20.25,0.0,0.0,42.96,63.21,6593
3323-CPBWR,1,Q3,False,0,23,Offer D,True,8.5,True,True,Fiber Optic,6.0,False,False,True,True,True,False,False,True,Month-to-Month,True,Credit Card,96.9,2085.45,0.0,0.0,195.5,2280.95,6594
3384-CTMSF,1,Q3,True,2,47,Offer B,True,48.69,True,True,Fiber Optic,21.0,False,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,104.1,5135.15,0.0,0.0,2288.43,7423.58,6595
0902-RFHOF,1,Q3,False,0,38,None,True,22.23,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,20.1,730.1,0.0,0.0,844.74,1574.84,6596
7718-RXDGG,1,Q3,True,9,15,Offer D,True,24.17,False,True,Fiber Optic,10.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,68.6,1108.6,0.0,90.0,362.55,1561.15,6597
1025-FALIX,1,Q3,False,0,26,None,True,37.51,False,True,Fiber Optic,30.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,69.05,1815.65,0.0,0.0,975.26,2790.91,6598
3451-VAWLI,1,Q3,True,5,35,None,True,15.41,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.7,730.4,0.0,0.0,539.35,1269.75,6599
3407-QGWLG,1,Q3,False,0,3,None,True,37.85,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,20.05,75.45,0.0,0.0,113.55,189.0,6600
2347-WKKAE,1,Q3,True,9,42,None,True,41.16,True,True,Fiber Optic,11.0,True,False,True,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,94.4,4014.6,0.0,0.0,1728.72,5743.32,6601
8735-DCXNF,1,Q3,True,9,10,Offer D,True,21.85,False,True,DSL,9.0,True,False,False,True,False,False,False,True,Month-to-Month,True,Credit Card,54.95,568.85,0.0,0.0,218.5,787.35,6602
3214-IYUUQ,1,Q3,False,0,61,None,True,10.21,False,True,Fiber Optic,69.0,True,True,False,True,False,True,True,True,One Year,False,Bank Withdrawal,93.7,5860.7,0.0,0.0,622.81,6483.51,6603
1936-UAFEH,1,Q3,False,0,68,None,True,48.82,True,True,Fiber Optic,17.0,True,True,False,True,True,True,True,False,Two Year,False,Credit Card,110.25,7279.35,0.0,30.0,3319.76,10629.11,6604
3587-PMCOY,1,Q3,False,0,10,Offer D,True,46.33,False,True,Fiber Optic,26.0,True,False,True,False,True,True,True,True,One Year,True,Bank Withdrawal,98.9,1064.95,0.0,0.0,463.3,1528.25,6605
1027-LKKQQ,1,Q3,True,3,72,None,True,12.96,False,True,DSL,56.0,True,False,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,80.45,5886.85,0.0,0.0,933.12,6819.97,6606
7148-XZPHA,1,Q3,True,9,55,None,True,13.45,False,True,Fiber Optic,53.0,False,True,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,79.4,4238.45,0.0,0.0,739.75,4978.2,6607
5309-TAIKL,1,Q3,False,0,7,None,True,8.29,False,True,DSL,21.0,False,False,True,True,False,True,True,True,Month-to-Month,False,Bank Withdrawal,62.8,418.3,0.0,0.0,58.03,476.33,6608
6856-RAURS,1,Q3,False,0,2,None,True,41.08,True,True,Fiber Optic,25.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,74.9,136.05,0.0,0.0,82.16,218.21,6609
8778-LMWTJ,1,Q3,False,0,9,None,True,13.05,False,True,Fiber Optic,73.0,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.85,708.2,0.0,0.0,117.45,825.65,6610
9717-IOAAF,1,Q3,False,0,27,None,True,2.65,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,25.85,788.55,0.0,0.0,71.55,860.1,6611
2845-KDHVX,1,Q3,True,9,64,None,True,23.29,False,True,DSL,25.0,False,True,True,True,False,True,True,True,Two Year,True,Credit Card,68.3,4378.8,0.0,0.0,1490.56,5869.36,6612
0848-SOMKO,1,Q3,False,0,70,None,False,0.0,False,True,DSL,26.0,True,False,True,True,False,True,True,True,Two Year,False,Bank Withdrawal,48.4,3442.8,0.0,0.0,0.0,3442.8,6613
1535-VTJOQ,1,Q3,False,0,24,None,True,26.64,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,25.15,553.0,0.0,0.0,639.36,1192.36,6614
6368-TZZDT,1,Q3,True,8,4,None,True,3.57,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.5,96.85,0.0,0.0,14.28,111.13,6615
0943-ZQPXH,1,Q3,True,2,44,None,True,26.25,False,True,Fiber Optic,25.0,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,92.95,4122.9,0.0,0.0,1155.0,5277.9,6616
1293-BSEUN,1,Q3,True,9,72,None,True,6.9,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,20.7,1482.3,0.0,0.0,496.8,1979.1,6617
1302-TPUBN,1,Q3,False,0,66,None,True,21.23,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,19.35,1240.8,0.0,0.0,1401.18,2641.98,6618
0927-CNGRH,1,Q3,False,0,1,None,True,30.63,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,19.55,19.55,0.0,0.0,30.63,50.18,6619
8608-OZTLB,1,Q3,True,4,38,None,True,31.45,False,True,DSL,76.0,True,True,True,True,True,False,False,True,One Year,False,Bank Withdrawal,74.05,2802.3,0.0,0.0,1195.1,3997.4,6620
2335-GSODA,1,Q3,False,0,23,None,False,0.0,False,True,DSL,26.0,True,False,True,True,False,False,False,True,Two Year,False,Credit Card,40.1,857.75,0.0,0.0,0.0,857.75,6621
1952-DVVSW,1,Q3,True,4,10,None,True,14.04,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,20.1,184.4,0.0,0.0,140.4,324.8,6622
6656-GULJQ,1,Q3,True,4,72,None,True,21.21,True,True,DSL,27.0,True,False,True,True,True,True,True,False,Two Year,True,Credit Card,83.55,6093.3,0.0,90.0,1527.12,7710.42,6623
9853-JFZDU,1,Q3,True,7,35,None,True,20.79,False,True,DSL,69.0,False,True,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,56.85,1861.1,0.0,0.0,727.65,2588.75,6624
3777-XROBG,1,Q3,True,4,58,None,True,43.52,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.55,1079.65,0.0,0.0,2524.16,3603.81,6625
6994-FGRHH,1,Q3,True,7,70,None,True,3.67,False,True,Fiber Optic,28.0,False,True,True,True,True,True,True,True,One Year,True,Bank Withdrawal,106.15,7475.1,0.0,0.0,256.9,7732.0,6626
4000-VGMQP,1,Q3,True,2,38,None,True,13.67,True,True,Cable,30.0,False,True,True,False,True,True,True,True,One Year,False,Credit Card,78.95,2862.55,0.0,0.0,519.46,3382.01,6627
3999-WRNGR,1,Q3,True,2,60,None,False,0.0,False,True,Cable,51.0,False,True,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,49.75,3069.45,0.0,0.0,0.0,3069.45,6628
3466-RITXD,1,Q3,False,0,26,None,True,37.59,True,True,Fiber Optic,8.0,True,True,False,False,True,False,False,True,Month-to-Month,True,Credit Card,92.4,2349.8,0.0,0.0,977.34,3327.14,6629
2680-XKKNJ,1,Q3,False,0,8,None,True,17.52,False,True,DSL,28.0,True,True,False,True,False,False,False,False,One Year,False,Bank Withdrawal,58.2,469.25,0.0,30.0,140.16,639.41,6630
2101-RANCD,1,Q3,False,0,55,None,True,8.93,True,True,Fiber Optic,26.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,73.1,4144.9,0.0,0.0,491.15,4636.05,6631
7921-BEPCI,1,Q3,False,0,72,None,True,12.63,True,True,DSL,23.0,True,True,False,False,False,False,False,True,Two Year,False,Bank Withdrawal,59.75,4265.0,0.0,0.0,909.36,5174.36,6632
8510-TMWYB,1,Q3,True,9,54,None,True,23.02,True,True,Cable,21.0,False,True,True,False,False,False,False,True,Two Year,True,Bank Withdrawal,59.8,3246.45,0.0,0.0,1243.08,4489.53,6633
3258-ZKPAI,1,Q3,True,7,72,None,True,21.29,True,True,Fiber Optic,52.0,True,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,116.6,8337.45,26.7,0.0,1532.88,9843.63,6634
